PointID,SurveyMethod,VisitNum,SurveyDate,Observer,Tide,SurveyTime,TempF,Sky,WindSp,Noise,AlphaCode,Distance,DistBand,CallType,TotalCount,Pass0-1,Pass1-2,Pass2-3,Pass3-4,Pass4-5,BLRA,LEBI,SORA,VIRA,KIRA,CLRA,AMBI,COMO,SOSP,Outside,Comments
244794_HMD490,vehicle/foot,3,15-Jul-11,MDT,Low/Falling,7:22 AM,70,1,0,1,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
244794_p3,motorboat/foot,1,22-May-11,MDT,High/Falling,9:37 AM,74,1,1,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
244794_p6,motorboat/foot,1,22-May-11,DY,High/Falling,8:45 AM,75,1,2,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
245191_p3,motorboat/foot,1,13-May-11,DY,High,9:12 AM,65,2,2,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
245191_p5,motorboat/foot,1,13-May-11,DY,High/Rising,6:34 AM,65,1,3,0,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
247153_p15,motorboat/foot,3,12-Jul-11,MB,High/Rising,8:29 AM,85,1,2,2,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,1,
247153_p3,motorboat/foot,1,27-Apr-11,MB,High/Rising,7:04 AM,65,1,3,0,ABDU,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
247153_p3,motorboat/foot,2,9-Jun-11,MB,High/Falling,6:45 AM,74,0,3,1,ABDU,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
247153_p3,motorboat/foot,3,12-Jul-11,MB,Low/Rising,7:09 AM,80,2,3,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,1,
247153_p4,motorboat/foot,1,27-Apr-11,DY,High/Falling,10:24 AM,75,2,3,1,ABDU,-,>100m,-,2,0,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
247153_p6,motorboat/foot,1,27-Apr-11,MB,High/Rising,6:21 AM,65,1,4,1,ABDU,-,>100m,-,3,0,0,0,1,0,0,0,NA,0,2,0,NA,0,0,0,
249118_p4,vehicle/foot,1,19-Apr-11,MB,Low/Rising,6:02 AM,60,1,2,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,1,Flushed one from far edge of marsh when entering
73844_HMD264,foot,3,30-Jun-11,MB,High,6:00 AM,70,0,0,1,ABDU,-,>100m,-,2,0,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
74624_HMD247,vehicle/foot,3,8-Jul-11,DY,High/Rising,5:37 AM,75,1,1,2,ABDU,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
74624_HMD253,vehicle/foot,1,6-May-11,MB,High,6:07 AM,58,0,1,0,ABDU,-,>100m,-,4,0,0,0,0,0,2,0,NA,2,0,0,NA,0,0,0,
74624_HMD253,vehicle/foot,3,8-Jul-11,DY,High/Rising,5:55 AM,75,1,2,1,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74624_p10,motorboat/foot,2,3-Jun-11,MDT,Low,7:14 AM,75,1,1,2,ABDU,-,>100m,-,5,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,4,
74624_p10,motorboat /foot,3,8-Jul-11,DY,High,9:00 AM,77,2,3,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
74624_p11,motorboat/foot,3,8-Jul-11,DY,High/Falling,10:52 AM,78,2,3,1,ABDU,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74624_p7,motorboat /foot,3,8-Jul-11,DY,High,8:24 AM,77,2,2,0,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75016_p10,motorboat/foot,2,7-Jun-11,MDT,High/Falling,8:20 AM,70,0,1,1,ABDU,-,>100m,-,5,0,0,0,0,0,0,0,NA,0,5,0,NA,0,0,0,
75016_p4,motorboat/foot,2,7-Jun-11,MDT,High/Falling,9:25 AM,80,0,2,2,ABDU,-,>100m,-,2,0,0,0,0,0,2,0,NA,0,0,0,NA,0,0,0,
75017_p1,motorboat/foot,1,2-May-11,DY,High/Falling,8:08 AM,58,2,4,1,ABDU,-,>100m,-,4,0,0,2,0,0,0,2,NA,0,0,0,NA,0,0,0,
75017_p4,motorboat/foot,1,2-May-11,DY,High/Falling,8:56 AM,62,2,4,1,ABDU,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_HMD380,vehicle/foot,1,10-May-11,DY,High/Rising,6:07 AM,58,1,2,1,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_p10,motorboat/foot,1,10-May-11,MB,High,9:03 AM,70,1,2,0,ABDU,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75410_p14,motorboat/foot,2,15-Jun-11,MB,Low ,7:07 AM,60,0,4,2,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,1,
75410_p5,motorboat/foot,1,10-May-11,DY,High,8:26 AM,68,1,3,0,ABDU,-,>100m,-,2,0,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
75416_p1,vehicle/foot,2,24-Jun-11,DY,High,10:31 AM,75,1,3,1,ABDU,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75416_p2,motorboat/foot,3,18-Jul-11,DY,Low/Falling,7:34 AM,68,0,3,3,ABDU,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
76197_HMD498,vehicle/foot,1,23-May-11,MDT,High,7:50 AM,68,2,3,1,ABDU,-,>100m,-,4,0,0,0,0,0,0,4,NA,0,0,0,NA,0,0,0,
76197_HMD499,vehicle/foot,1,23-May-11,MDT,High,8:14 AM,67,2,3,1,ABDU,-,>100m,-,6,0,6,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76197_HMD499,vehicle/foot,1,23-May-11,MDT,High,8:14 AM,67,2,3,1,ABDU,-,>100m,-,6,0,6,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76197_HMD503,vehicle,1,23-May-11,MDT,High,8:35 AM,68,2,4,2,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76197_p5,"motorboat, foot",1,21-May-11,DY,Low/Falling,9:53 AM,75,1,2,0,ABDU,-,>100m,-,6,0,3,0,0,1,0,0,NA,0,0,2,NA,0,0,0,
76197_p5,motorboat/foot,2,27-Jun-11,MDT,Low,6:09 AM,72,5,2,1,ABDU,-,>100m,-,5,0,0,0,5,0,0,0,NA,0,0,0,NA,0,0,0,
76197_p9,"motorboat, foot",1,21-May-11,DY,High/Falling,8:43 AM,72,0,1,0,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,
76201_p5,foot,1,23-May-11,MB,NA,10:11 AM,68,2,4,3,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p2,motorboat/foot,2,27-Jun-11,MB,High/Rising,7:57 AM,72,5,1,0,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p6,motorboat/foot,2,27-Jun-11,MB,High/Rising,8:23 AM,74,2,3,2,ABDU,-,>100m,-,2,0,0,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
76984_p9,motorboat/foot,1,26-May-11,MB,High,9:24 AM,78,0,4,2,ABDU,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
77377_HMD608,vehicle/foot,2,21-Jun-11,MB,High,5:16 AM,68,2,0,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
77377_p6,motorboat/foot,3,5-Jul-11,MB,High/Falling,8:06 AM,75,2,2,1,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p10,motorboat/foot,2,10-Jun-11,MB,High,6:37 AM,75,1,1,0,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,
77771_p15,motorboat/foot,1,11-May-11,DY,High/Rising,6:06 AM,55,1,2,1,ABDU,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p2,motorboat/foot,2,10-Jun-11,MB,High,7:17 AM,78,1,1,1,ABDU,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p5,motorboat/foot,1,11-May-11,MB,High,7:14 AM,62,0,1,1,ABDU,-,>100m,-,2,0,0,0,0,0,0,0,NA,2,0,0,NA,0,0,0,
77771_p7,motorboat/foot,2,10-Jun-11,MDT,High/Rising,6:35 AM,80,0,0,1,ABDU,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
77771_p9,motorboat/foot,1,11-May-11,DY,High,8:05 AM,62,1,2,0,ABDU,-,>100m,-,3,1,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
77771_p9,motorboat/foot,2,10-Jun-11,MDT,High/Rising,7:49 AM,82,0,2,2,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
80522_p14,foot,1,18-Apr-11,DY,High/Falling,10:09 AM,70,2,2,1,ABDU,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
80522_p2,vehicle/foot,2,8-Jun-11,MDT,Low/Falling,5:44 AM,68,0,0,1,ABDU,-,>100m,-,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,2,
80522_p3,motorboat/foot,1,18-Apr-11,MB,High/Rising,7:24 AM,60,2,4,1,ABDU,-,>100m,-,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,2,Observed just before starting survey
80522_p4,foot,1,18-Apr-11,DY,High/Falling,11:07 AM,75,2,2,1,ABDU,-,>100m,-,3,0,0,3,0,0,0,0,NA,0,0,0,NA,0,0,0,
80522_p6,motorboat/foot,3,13-Jul-11,DY,High/Rising,6:04 AM,78,1,0,1,ABDU,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD424,motorboat/foot,2,24-Jun-11,MDT,High/Falling,9:45 AM,84,1,2,2,ACFL,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p1,motorboat/foot,2,24-Jun-11,MDT,High/Falling,7:15 AM,80,1,2,1,ACFL,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
243611_HMD224,vehicle/foot,1,20-May-11,MB,High,6:03 AM,58,1,3,1,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_HMD224,vehicle/foot,2,22-Jun-11,MB,High/Rising,5:24 AM,67,1,1,1,AMCR,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_HMD224,motorboat/foot,3,7-Jul-11,MB,High/Rising,5:43 AM,68,2,2,1,AMCR,-,>100m,-,3,0,3,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_p3,motorboat/foot,2,22-Jun-11,MDT,High,6:21 AM,72,1,1,2,AMCR,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
243611_p6,motorboat/foot,3,7-Jul-11,MB,High,7:51 AM,74,2,1,1,AMCR,-,>100m,-,2,0,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_p7,foot,2,22-Jun-11,MB,High,6:33 AM,68,1,1,1,AMCR,-,>100m,-,3,0,2,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
243611_p7,motorboat/foot,3,7-Jul-11,MB,High,6:45 AM,70,2,2,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_p8,vehicle/foot,2,22-Jun-11,MDT,High/Rising,5:30 AM,70,1,0,1,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243611_p8,vehicle/foot,3,7-Jul-11,MDT,High,5:44 AM,70,1,2,1,AMCR,-,>100m,-,3,0,1,0,0,0,0,0,NA,0,0,2,NA,0,0,0,
243611_p9,motorboat/foot,1,20-May-11,MB,High/Falling,7:47 AM,62,1,2,1,AMCR,-,>100m,-,2,0,0,0,0,0,2,0,NA,0,0,0,NA,0,0,0,
243611_p9,motorboat/foot,3,7-Jul-11,MDT,High,7:48 AM,75,2,2,2,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_p3,motorboat/foot,2,24-Jun-11,DY,High/Rising,"06:12A,",74,2,3,1,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
243620_p4,foot,3,18-Jul-11,DY,High/Falling,5:27 AM,68,1,4,2,AMCR,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
244007_HMD340,vehicle,2,15-Jun-11,MDT,Low/Falling,7:24 AM,65,0,3,2,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
244007_HMD368,vehicle/foot,1,12-May-11,MB,Low/Rising,5:59 AM,54,0,0,1,AMCR,-,>100m,-,2,0,0,0,0,0,0,0,NA,2,0,0,NA,0,0,0,
244007_p5,canoe/foot,3,29-Jun-11,MDT,Low,8:28 AM,77,2,3,2,AMCR,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
244401_HMD421,vehicle/foot,1,18-May-11,MB,High/Falling,5:37 AM,62,1,0,1,AMCR,-,>100m,-,3,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
244401_HMD421,foot,2,17-Jun-11,MB,Low/Falling,8:05 AM,72,1,4,3,AMCR,-,>100m,-,3,0,0,0,0,0,0,0,NA,3,0,0,NA,0,0,0,
244401_HMD444,vehicle/foot,1,18-May-11,MB,Low/Falling,7:16 AM,60,2,1,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
244401_HMD444,foot,2,17-Jun-11,MB,High/Falling,5:49 AM,60,1,3,1,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
244401_HMD444,foot,3,28-Jun-11,MDT,Low/Rising,8:08 AM,80,1,3,2,AMCR,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
244794_HMD486,vehicle,1,23-May-11,MDT,NA,NA,62,2,3,2,AMCR,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
244794_HMD487,vehicle/foot,3,15-Jul-11,MDT,Low/Falling,7:05 AM,72,1,0,1,AMCR,-,>100m,-,2,0,0,0,0,0,2,0,NA,0,0,0,NA,0,0,0,
245191_HMD588,vehicle/foot,2,13-Jun-11,MDT,High,10:06 AM,75,2,3,2,AMCR,-,>100m,-,2,0,0,0,0,0,0,0,NA,0,0,0,NA,2,0,0,
245191_p9,motorboat/foot,2,13-Jun-11,MDT,High,9:05 AM,72,2,3,2,AMCR,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
245580_HMD553,vehicle/foot,1,25-May-11,MDT,High,8:11 AM,69,1,2,3,AMCR,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
247155_p10,foot,1,21-Apr-11,MB,Low/Rising,7:16 AM,60,1,4,2,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
247155_p6,motorboat/foot,3,14-Jul-11,DY,High/Rising,7:33 AM,65,0,2,1,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
249118_p10,foot,1,19-Apr-11,DY,Low,6:13 AM,65,2,2,1,AMCR,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p10,foot,2,8-Jun-11,DY,Low/Falling,8:00 AM,75,1,2,0,AMCR,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p10,foot,3,13-Jul-11,MDT,High,8:14 AM,85,0,0,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p13,motorboat/foot,2,8-Jun-11,MB,High/Falling,6:53 AM,82,0,1,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p3,foot,2,8-Jun-11,MB,High/Falling,6:21 AM,74,0,1,1,AMCR,-,>100m,-,2,0,1,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
249118_p3,motorboat/foot,3,13-Jul-11,MB,High,9:51 AM,89,0,1,0,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
249118_p4,vehicle/foot,1,19-Apr-11,MB,Low/Rising,6:02 AM,60,1,2,1,AMCR,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p4,vehicle/foot,2,8-Jun-11,MB,Low/Falling,8:45 AM,84,0,1,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p4,vehicle/foot,3,13-Jul-11,MDT,High/Rising,7:22 AM,85,0,0,1,AMCR,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
249118_p6,paddle/motorboat,1,19-Apr-11,DY,Low/Rising,10:28 AM,75,2,2,1,AMCR,-,>100m,-,4,0,0,1,0,0,0,0,NA,0,0,0,NA,0,3,0,
249118_p7,motorboat/foot,3,13-Jul-11,MDT,High/Rising,9:29 AM,85,0,1,2,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
73844_p2,motorboat,2,14-Jun-11,MDT,High/Rising,7:11 AM,62,0,2,2,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
74622_HMD212,vehicle/foot,1,16-May-11,MB,Low/Falling,5:51 AM,60,2,2,1,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74622_HMD220,vehicle/foot,2,22-Jun-11,DY,High/Rising,5:40 AM,72,1,0,1,AMCR,-,>100m,-,2,0,0,0,0,0,0,0,NA,2,0,0,NA,0,0,0,
74622_p2,motorboat,3,7-Jul-11,MDT,High,7:19 AM,75,2,2,3,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
74622_p6,foot,1,16-May-11,DY,Low/Falling,5:58 AM,65,2,0,1,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74624_p10,motorboat/foot,2,3-Jun-11,MDT,Low,7:14 AM,75,1,1,2,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
74630_HMD409,foot,1,23-May-11,MB,High,6:03 AM,65,5,4,2,AMCR,-,>100m,-,1,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD409,vehicle/foot,2,19-Jun-11,MB,High/Falling,6:23 AM,70,5,0,1,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,1,NA,0,0,0,
74630_HMD424,motorboat/foot,2,24-Jun-11,MDT,High/Falling,9:45 AM,84,1,2,2,AMCR,-,>100m,-,2,0,0,0,0,0,0,1,NA,1,0,0,NA,0,0,0,
74630_HMD424,vehicle/foot,3,6-Jul-11,MDT,High/Falling,6:41 AM,82,1,0,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD427,vehicle/foot,2,19-Jun-11,MB,High/Falling,6:51 AM,74,2,1,0,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_HMD427,vehicle/foot,3,6-Jul-11,MDT,High,5:23 AM,70,1,0,1,AMCR,-,>100m,-,2,0,0,0,0,0,2,0,NA,0,0,0,NA,0,0,0,
74630_p1,motorboat,1,31-May-11,MDT,Low,7:10 AM,78,0,1,1,AMCR,-,>100m,-,3,0,1,0,2,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p1,motorboat/foot,3,6-Jul-11,MDT,High/Falling,8:04 AM,82,1,1,1,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p2,motorboat/foot,3,6-Jul-11,MDT,Low/Falling,10:04 AM,90,1,1,1,AMCR,-,>100m,-,2,0,0,2,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p4,motorboat/foot,2,24-Jun-11,MDT,High/Falling,7:40 AM,80,1,2,2,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p4,motorboat/foot,3,6-Jul-11,MDT,High/Falling,8:51 AM,85,1,2,2,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,0,
74630_p6,motorboat/foot,2,24-Jun-11,MDT,High/Falling,8:55 AM,80,1,2,1,AMCR,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p9,motorboat/foot,2,24-Jun-11,MDT,High/Falling,8:31 AM,82,1,1,1,AMCR,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
74630_p9,motorboat/foot,3,6-Jul-11,MDT,Low/Falling,9:40 AM,90,1,1,2,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75016_HMD289,motorboat/foot,1,3-May-11,MB,Low/Falling,6:57 AM,62,1,2,1,AMCR,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75016_p10,motorboat/foot,2,7-Jun-11,MDT,High/Falling,8:20 AM,70,0,1,1,AMCR,-,>100m,-,1,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,
75016_p3,motorboat/foot,2,7-Jun-11,MDT,High,6:40 AM,68,0,0,1,AMCR,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75016_p6,motorboat/foot,3,23-Jun-11,MDT,High/Rising,5:51 AM,78,1,3,1,AMCR,-,>100m,-,1,0,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,
75018_HMD361,foot,1,9-May-11,MB,High,6:40 AM,60,0,0,1,AMCR,-,>100m,-,2,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75018_HMD361,vehicle,2,2-Jun-11,MDT,Low/Falling,6:37 AM,75,0,3,2,AMCR,-,>100m,-,1,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p1,foot,2,16-Jun-11,MB,Low,9:06 AM,68,1,2,1,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75023_p7,motorboat/foot,2,16-Jun-11,MB,Low/Falling,6:36 AM,60,1,0,0,AMCR,-,>100m,-,3,3,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_p12,foot,1,10-May-11,MB,High,6:07 AM,58,0,3,3,AMCR,-,>100m,-,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_p14,motorboat/foot,1,10-May-11,DY,High,7:48 AM,65,1,2,1,AMCR,-,>100m,-,2,0,0,0,0,2,0,0,NA,0,0,0,NA,0,0,0,
75410_p14,motorboat/foot,2,15-Jun-11,MB,Low ,7:07 AM,60,0,4,2,AMCR,-,>100m,-,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_p2,motorboat/foot,3,1-Jul-11,MDT,Low/Falling,6:31 AM,70,0,2,1,AMCR,-,>100m,-,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,
75410_p5,motorboat/foot,3,1-Jul-11,MDT,Low/Falling,6:36 AM,68,0,2,3,AMCR,-,>100m,-,1,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,
75410_p8,motorboat/foot,1,10-May-11,MB,High/Rising,7:42 AM,65,1,3,2,AMCR,-,>100m,-,1,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,0,
